,Rating,Review
79,5,"The Cuban is easily my favorite restaurant in Hoboken.There are a number of similar places between Jersey City, Hoboken, and Weehawken, but The Cuban tops them all.Happy Hour. To start your night the proper way, the happy hour menu has a laundry list of things that are $5. No, not just a few beers and some well drinks; legitimately their entire (or close to it) drink menu has everything priced at $5. Tonight I had the cuban version of a long island iced tea, which is just as strong as you'd think. Served with a thimble-sized about of coke in it, i'm pretty sure it was 98% alcohol. I also had a $5 mojito at 6:59pm (happy hour ends at 7, but on Mondays, classic mojitos are $5 all night) and a red sangria towards the end of dinner.On a mojito scale of 1-10, these come in at a solid 8. Not too sweet, nice and minty, and plenty strong. Any of the flavored ones will add some extra sugar, so if you want to go that route, the mango mojito is a great choice.Now that you're basically almost drunk, grab your table and put in a few apps. The guac is really good - not as good as the classic version you'd get in a Mexican restaurant, but the crabmeat on top is excellent and the plantain chips add just a little bit of extra salt, which works well. I would also recommend the tamal en hoja, camarones al ajillo, and empanaditas. Order another mojito, and thank your waiter or waitress feverishly for bringing over the rolls and butter to help soak up some of your happy hour. The rolls are tiny, but don't let that fool you, they are so dense and chewy (and delicious) that you need to be careful not to fill up on them before your main dish comes......Because now it's time for...EL CLASSICO. Every time I come here, I get it. Every time I come here, I say, ehhh, i'll get something different, broaden my horizons. Every time I come here, I pick something else. Every time I come here, I can't help but order El Classico. The pork falls off the bone, the yucca is swimming in garlic, the moro rice is one of my favorites, and the plantains are the sweetness that helps create that perfect bite. I love anything pickled, and while they are a very small part of the dish, the pickled red onions add the perfect amount of acidity to balance the whole dish out. Even thought I always get that, I have tasted other things -- the churrasco, the oxtail, bronzino, and ropa vieja. Everything is always excellent, so get whatever sounds good to you. But given I wrote a giant paragraph about it, consider El Classico if it at all appeals. Dessert? Bread pudding and churros. The BP is just the right amount of chocolatey without being overbearing, and the churros...stuffed with chocolate...yeah I don't have to say much more than that. The only slightly not five star thing is the reservation system - they aren't on OpenTable and you need to request a reservation online (or...gasp...call them), but those requests are generally confirmed the same day, so it's not a big deal."
80,1,Horrible service.  1/2 my table ordered steaks and we were forced to cut with butter knives but the table next to us got steak knifes.  When I complained they said oh well..  then they charged a 20% tip.   Will not be going back.   Avoid this place.   Better places not in Hoboken.
81,5,"First, visit here and we will be back. We were seated right away and our server was awesome throughout our meal. No drink was ever empty. It was a fabulous dinner! This restaurant checks all the boxes, great food, impeccable service, and a very nice atmosphere.The Tres Leches were pure bliss! The Vaca frita Plato was cooked perfectly and was exquisite. The service was excellent, not obtrusive but very attentive. Water was constantly refilled and the fact that the wait staff folds the napkin when a guest heads to the bathroom is a nice touch."
82,1,"So I used to like this place. They still have some awesome mojitos but nothing is worst than bad customer service. I believe we encountered the manager when we walked in who was very unwelcoming.  He kept staring at us the whole time as if waiting to see what or how much we will order. My friend asked for the happy hour menu, then we over hear our waitress telling the manager in Spanish "" they are here for happy hour"". I don't see why that would be a problem especially if that is part of your menu at that time. Something I wanted was from the regular menu and our waitress made sure to remind me that it wasn't part of happy hour. I had to tell her that I'm aware of that and still would like to order it. We felt judged the entire time we were there. Next I ordered a guava mojito. Waitress says to me that she is surprised I ordered the guava flavor because most people don't know what guava is. Then asked me how is it that I am familiar with guava. I returned the question to her and asked her how is she familiar with that flavor. She then says she is from a tropical country and i let her know that I too am from a tropical country and very familiar with guava. . Sorry but Hispanics are not the only ones from tropical countries. I don't like ignorance. I don't care how good drinks or food is. Imagine going to a place for a good time and the entire staff is staring at you the whole time. Like I said drinks are good here but service might not be if management and the employees don't take a liking to you or prejudge you. You may be made to feel uncomfortable."
83,5,We were looking for a spot to celebrate my husband's birthday. We came across this Cuban restaurant and I'm so glad we decided to give it a try. The food was simply amazing. Our server was super sweet and friendly. Shout out to our server who moved out to Hoboken from Queens New York. I apologize I didn't get your name. You made our night and thank you for your excellent customer service. We tried various dishes but the pictures I posted were our favorites. Everything was super delicious and super tender. The Mojito's and Modelo especial we're just what we needed. I love the interior of the restaurant. However you need to make reservations for indoor dining. I would highly recommend that especially with how unpredictable the weather can be. The outside patio was just right for us and on perfect timing since it started to rain once we were about to leave. There is plenty of seating. The restrooms are on the third floor. Everything was very clean and delightful. But when it comes to parking I'm not really sure since we walked here. Come check this place out for yourself and see how delicious this food is. If I'm ever in the area I will definitely come back.
84,5,It's one of my favorite restaurants in Hoboken. I have been there many time since I moved to the area. I've ordered most of the items on the menu and it never disappoints. Outdoor seatings also very nice. Pic is from the most recent visit with new friends in town. I ordered the paella. It's the wet version. Taste good. Big portion. I suggest order for 2.
85,1,"This restaurant was a huge disappointment to say the least. The ambiance and food presentation definitely looks better in Yelp pictures than it does in person. We came here to celebrate my wife's birthday and were disappointed in every sense. This is easily among the worst dining experiences we've ever had. We knew it was bad when our server didn't seem to have an in-depth knowledge of the menu or drink specials on offer. The coconut mojitos that we both ordered were overly sweet. My wife ordered the fish of the day- grouper with mango salsa. She stated it was only just edible without much in the way of flavor. Our server stated that it was served over mofongo, but I've had mofongo before and this was not it. It was just a burnt potato-like concoction. My pork shank was somehow fatty and dry at the same time. It was very difficult to finish as I kept going back to my glass of water to get down each bite. The black bean rice was inedible, although the plantains were okay I suppose. Yay, I guess?I would not recommend this restaurant. I'm not sure where all of the high ratings are coming from. Also, what is with Yelp indicating that this place is trendy and classy? I saw a guy walk in with a T-shirt and gym shorts."
86,2,"I'm very disappointed to give this restaurant two stars because I've been a valued customer for years. Every time I'm in town from California I literally always try to plan a trip to come eat here. However, I'd have to say that my husband and I did not feel very welcome with the new I'll-mannered and discourteous hostess that is now working here. So much so, that we were out the door before we even got to our seat. I don't think I've ever felt so unwelcome at a restaurant and for that reason I don't think I'll ever be coming back."
87,5,"Amazing restaurant! I came here for my birthday in the beginning of March with my family. Staff was extremely friendly and the food was delicious. From the sangria, to appetizers, to meal, to dessert, I can't wait to visit again. The empanadas were amazing for appetizers; we got beef, chicken, and spinach and cheese. The spinach and cheese were surprisingly my favorite. For the meal I got a combo that came with potatoes, spinach, steak, and shrimp. I really enjoyed everything. Thanks for a great dinner!"
88,1,Not good. We didn't like it. It was Dissapointing. We won't recommend it. The food wasn't tasteful.
89,1,Took over 1.5 hours to get our food. Cute ambiance but would not come back due to the long wait times &amp; waiters not paying any attention to your table.
90,5,"Time and time again this place just nails it. We had the crispy beef, empanadas and churros for dessert. Always great service as well. Thank you for being so on top of it all the time."
91,5,Sandra was our hostess and she was so nice Thanks to her we got to sit outside because at first one guy told us was too late to sit outside (was only 10:20 pm) And she gladly took over and was more kind. She recommended us good food rabo guisado and was sooooo good! I had a great time thanks to her and I'll definitely will come back!!!
